sex,age_group,state_of_residence,area_type,fp2030_policy_awarenes,barriers_final
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,No,No idea
Male,36-45,Bauchi,Urban,Yes,Lack of awareness
Male,36-45,Bauchi,Urban,Yes,Inadequate funding
Male,36-45,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Bauchi,Urban,Yes,Weak political will
Male,36-45,Bauchi,Urban,Yes,
Male,36-45,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Bauchi,Urban,Yes,
Male,36-45,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Bauchi,Urban,Yes,
Male,36-45,Bauchi,Urban,Yes,Inadequate funding
Male,36-45,Bauchi,Urban,Yes,
Male,36-45,Bauchi,Urban,Yes,Lack of awareness
Male,36-45,Bauchi,Urban,Yes,
Male,36-45,Bauchi,Urban,Yes,Inadequate funding
Male,36-45,Bauchi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Bauchi,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Bauchi,Urban,Yes,Lack of awareness
Male,36-45,Bauchi,Urban,Yes,Weak political will
Male,36-45,Bauchi,Urban,Yes,
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,No,No idea
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,Fear of unknown on the side of the survivors.
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,No idea
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Lack of awareness
Male,36-45,Ebonyi,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Rural,Yes,Weak political will
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding
Male,36-45,Ebonyi,Rural,Yes,
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,No,No idea
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,Patriarchy
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness
Male,36-45,Ebonyi,Urban,Yes,Inadequate funding
Male,36-45,Ebonyi,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Ebonyi,Urban,Yes,Weak political will
Male,36-45,Ebonyi,Urban,Yes,
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,No,No idea
Male,36-45,Enugu,Rural,Yes,Resistance from traditional/religious leaders
Male,36-45,Enugu,Rural,Yes,
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,No,No idea
Male,36-45,Enugu,Urban,Yes,Lack of awareness
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Lack of awareness
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Lack of awareness
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Lack of awareness
Male,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Enugu,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Enugu,Urban,Yes,Lack of awareness
Male,36-45,Enugu,Urban,Yes,
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,No,No idea
Male,36-45,Gombe,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Rural,Yes,Lack of awareness
Male,36-45,Gombe,Rural,Yes,Inadequate funding
Male,36-45,Gombe,Rural,Yes,Weak political will
Male,36-45,Gombe,Rural,Yes,
Male,36-45,Gombe,Rural,Yes,No idea
Male,36-45,Gombe,Rural,Yes,
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,No,No idea
Male,36-45,Gombe,Urban,Yes,Inadequate funding
Male,36-45,Gombe,Urban,Yes,Weak political will
Male,36-45,Gombe,Urban,Yes,non inauguration of the VAPP implementing committee
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,Inadequate funding
Male,36-45,Gombe,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Urban,Yes,Inadequate funding
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Gombe,Urban,Yes,Inadequate funding
Male,36-45,Gombe,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Urban,Yes,Weak political will
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,Inadequate funding
Male,36-45,Gombe,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Urban,Yes,Weak political will
Male,36-45,Gombe,Urban,Yes,lack of  constant ambassadors
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Gombe,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Gombe,Urban,Yes,Lack of awareness
Male,36-45,Gombe,Urban,Yes,Resistance from traditional/religious leaders
Male,36-45,Gombe,Urban,Yes,Inadequate funding
Male,36-45,Gombe,Urban,Yes,Limited healthcare infrastructure
Male,36-45,Gombe,Urban,Yes,Weak political will
Male,36-45,Gombe,Urban,Yes,
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,No,No idea
Male,36-45,Taraba,Rural,Yes,Weak political will
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Rural,Yes,Limited healthcare infrastructure
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Rural,Yes,Lack of awareness
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Rural,Yes,Lack of awareness
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Rural,Yes,Lack of awareness
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Rural,Yes,Lack of awareness
Male,36-45,Taraba,Rural,Yes,
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
Male,36-45,Taraba,Urban,No,No idea
