Sex,Age-group,State of Residence,Area Type,FP2030 policy awarenes,Barriers to FP2030 implementation
Male,36-45,Gombe,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,25-35,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding;
Male,46-55,Ebonyi,Rural,Yes,Inadequate funding;Weak political will;
Male,18-24,Ebonyi,Rural,Yes,Inadequate funding;Lack of awareness;Limited healthcare infrastructure;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;
Female,36-45,Ebonyi,Rural,Yes,Limited healthcare infrastructure;Inadequate funding;
Male,46-55,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Weak political will;
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding;
Female,25-35,Ebonyi,Rural,Yes,Limited healthcare infrastructure;Inadequate funding;
Female,56 and above,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,18-24,Ebonyi,Rural,Yes,Inadequate funding;Weak political will;
Female,18-24,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;
Female,18-24,Ebonyi,Rural,Yes,Inadequate funding;
Female,25-35,Ebonyi,Rural,Yes,Inadequate funding;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Ebonyi,Rural,Yes,Inadequate funding;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ebonyi,Rural,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Ebonyi,Rural,Yes,Inadequate funding;
Male,36-45,Ebonyi,Rural,Yes,Inadequate funding;
Female,36-45,Gombe,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;lack of ambassadors;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,18-24,Gombe,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Rural,Yes,Lack of awareness;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Weak political will;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Edo,Urban,No,No Idea;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,36-45,Gombe,Urban,No,No Idea;Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Male,18-24,Abia,Urban,No,Limited healthcare infrastructure;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Enugu,Rural,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,25-35,Gombe,Urban,No,No Idea;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Inadequate funding;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Weak political will;Limited healthcare infrastructure;
Female,46-55,Edo,Urban,No,No Idea;
Male,25-35,Gombe,Urban,No,Lack of awareness;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,56 and above,Edo,Urban,No,No Idea;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,25-35,Gombe,Urban,No,No Idea;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,No,No Idea;
Female,56 and above,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Female,56 and above,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Enugu,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Gombe,Urban,No,No Idea;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,Yes,Limited healthcare infrastructure;Resistance from traditional/religious leaders;Lack of awareness;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,25-35,Ekiti,Urban,Yes,Resistance from traditional/religious leaders;
Male,18-24,Edo,Urban,Yes,Inadequate funding;
Female,25-35,Ekiti,Rural,No,No Idea;
Male,18-24,Ekiti,Rural,Yes,Lack of awareness;
Male,25-35,Bauchi,Rural,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Male,36-45,Ekiti,Urban,No,No Idea;
Female,36-45,Ekiti,Urban,No,No Idea;
Male,25-35,Edo,Urban,Yes,Lack of awareness;
Female,18-24,Ekiti,Rural,No,No Idea;
Male,25-35,Ekiti,Rural,No,No Idea;
Male,18-24,Ekiti,Urban,Yes,Inadequate funding;
Male,25-35,Ekiti,Urban,Yes,Resistance from traditional/religious leaders;
Male,18-24,Ekiti,Urban,No,Lack of awareness;
Female,18-24,Gombe,Urban,No,No Idea;
Female,46-55,Ekiti,Urban,Yes,Resistance from traditional/religious leaders;
Male,46-55,Ekiti,Rural,Yes,Lack of awareness;
Female,18-24,Ekiti,Urban,No,No Idea;
Male,18-24,Ekiti,Urban,Yes,Lack of awareness;
Male,18-24,Ekiti,Urban,No,No Idea;
Female,18-24,Ekiti,Urban,No,Lack of awareness;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;
Female,25-35,Ekiti,Urban,No,Lack of awareness;No Idea;
Male,25-35,Ekiti,Urban,No,Lack of awareness;
Male,18-24,Ekiti,Rural,No,No Idea;
Male,25-35,Ekiti,Rural,No,Lack of awareness;
Female,25-35,Gombe,Urban,No,No Idea;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Female,18-24,Ekiti,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,18-24,Ekiti,Urban,No,No Idea;
Male,25-35,Ekiti,Urban,No,No Idea;
Female,36-45,Ekiti,Rural,No,No Idea;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Ekiti,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;
Female,46-55,Ekiti,Rural,No,No Idea;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;Weak political will;
Male,36-45,Ekiti,Rural,No,No Idea;
Female,36-45,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;Weak political will;Inadequate funding;
Male,46-55,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;
Female,46-55,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Male,25-35,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Female,18-24,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;
Female,18-24,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ekiti,Urban,No,No Idea;
Male,18-24,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Ekiti,Urban,Yes,Lack of awareness;Weak political will;
Female,46-55,Ebonyi,Rural,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;
Female,46-55,Ebonyi,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;
Female,46-55,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Weak political will;
Male,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;
Male,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ekiti,Urban,Yes,Limited healthcare infrastructure;Weak political will;
Female,18-24,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Gombe,Urban,No,No Idea;
Female,18-24,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Kano,Urban,No,Lack of awareness;
Male,36-45,Gombe,Urban,Yes,Lack of awareness;
Male,46-55,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,25-35,Bauchi,Rural,Yes,Lack of awareness;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Inadequate funding;
Female,25-35,Gombe,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;
Female,46-55,Taraba,Urban,No,Weak political will;Resistance from traditional/religious leaders;
Female,36-45,Ekiti,Urban,No,No Idea;
Male,36-45,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Female,25-35,Ekiti,Urban,Yes,Lack of awareness;
Female,25-35,Ekiti,Urban,Yes,Lack of awareness;
Male,46-55,Ekiti,Urban,Yes,Lack of awareness;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;
Female,18-24,Ekiti,Urban,Yes,Lack of awareness;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;
Male,46-55,Ekiti,Rural,Yes,Lack of awareness;
Female,36-45,Ekiti,Rural,No,No Idea;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,36-45,Taraba,Rural,No,No Idea;Weak political will;Inadequate funding;
Female,25-35,Gombe,Urban,No,Lack of awareness;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Ekiti,Rural,Yes,Lack of awareness;Weak political will;
Female,36-45,Ekiti,Rural,No,No Idea;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Female,36-45,Ekiti,Rural,No,No Idea;
Male,25-35,Ekiti,Rural,Yes,Lack of awareness;Weak political will;
Female,25-35,Ekiti,Rural,Yes,Lack of awareness;Limited healthcare infrastructure;Inadequate funding;
Male,46-55,Ekiti,Urban,No,No Idea;
Female,25-35,Ekiti,Urban,Yes,Weak political will;Limited healthcare infrastructure;
Female,36-45,Ekiti,Urban,No,No Idea;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Gombe,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;
Male,56 and above,Edo,Urban,Yes,Inadequate funding;Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,25-35,Edo,Rural,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Gombe,Urban,No,Resistance from traditional/religious leaders;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,Yes,Weak political will;Limited healthcare infrastructure;Inadequate funding;Resistance from traditional/religious leaders;Lack of awareness;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,56 and above,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Female,46-55,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Male,25-35,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ebonyi,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,25-35,Gombe,Rural,Yes,Lack of awareness;No Idea;Inadequate funding;Weak political will;Resistance from traditional/religious leaders;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,No,No Idea;
Female,25-35,Edo,Urban,No,No Idea;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,56 and above,Edo,Urban,No,No Idea;
Male,25-35,Edo,Urban,No,No Idea;
Male,25-35,Gombe,Rural,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Resistance from traditional/religious leaders;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;Limited healthcare infrastructure;
Female,25-35,Gombe,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Resistance from traditional/religious leaders;
Male,25-35,Gombe,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Weak political will;
Male,36-45,Taraba,Urban,No,No Idea;Weak political will;
Female,46-55,Edo,Urban,Yes,Lack of awareness;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,18-24,Gombe,Urban,No,Lack of awareness;
Female,56 and above,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;Inadequate funding;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,18-24,Gombe,Rural,No,No Idea;Resistance from traditional/religious leaders;Lack of awareness;Limited healthcare infrastructure;
Male,25-35,Gombe,Urban,No,Lack of awareness;Inadequate funding;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Inadequate funding;Weak political will;Resistance from traditional/religious leaders;
Female,25-35,Ekiti,Rural,Yes,Lack of awareness;Inadequate funding;
Male,46-55,Edo,Urban,No,No Idea;
Female,36-45,Ekiti,Rural,Yes,Resistance from traditional/religious leaders;Inadequate funding;Lack of awareness;
Female,36-45,Ekiti,Urban,No,No Idea;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,25-35,Ekiti,Urban,Yes,Inadequate funding;Resistance from traditional/religious leaders;
Male,36-45,Ekiti,Urban,Yes,Limited healthcare infrastructure;Inadequate funding;
Female,36-45,Edo,Urban,No,No Idea;
Male,46-55,Ekiti,Urban,No,No Idea;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;
Female,18-24,Ekiti,Urban,No,No Idea;
Female,25-35,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Resistance from traditional/religious leaders;
Female,36-45,Edo,Urban,No,No Idea;
Female,25-35,Ekiti,Urban,No,No Idea;
Female,36-45,Edo,Urban,Yes,Lack of awareness;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Inadequate funding;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Male,18-24,Ekiti,Urban,No,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,18-24,Ekiti,Urban,No,No Idea;
Male,18-24,Edo,Rural,Yes,Resistance from traditional/religious leaders;Inadequate funding;Weak political will;
Male,46-55,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,56 and above,Edo,Urban,Yes,Lack of awareness;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Female,18-24,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;Inadequate funding;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,46-55,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,18-24,Bauchi,Rural,No,Lack of awareness;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,25-35,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,25-35,Edo,Urban,No,Lack of awareness;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Male,18-24,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,46-55,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;
Female,18-24,Ekiti,Urban,No,No Idea;
Male,56 and above,Ekiti,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Inadequate funding;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,25-35,Ekiti,Urban,No,No Idea;
Female,18-24,Ekiti,Urban,Yes,Weak political will;Limited healthcare infrastructure;
Male,36-45,Ekiti,Urban,Yes,Lack of awareness;Weak political will;
Male,36-45,Ekiti,Urban,Yes,Resistance from traditional/religious leaders;Lack of awareness;
Male,25-35,Gombe,Urban,No,Lack of awareness;Resistance from traditional/religious leaders;
Male,25-35,Ekiti,Rural,Yes,Inadequate funding;Lack of awareness;
Male,25-35,Ekiti,Rural,No,No Idea;
Female,36-45,Ekiti,Rural,No,No Idea;
Female,18-24,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;Weak political will;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;
Female,18-24,Ekiti,Urban,No,No Idea;
Female,36-45,Ekiti,Rural,Yes,Lack of awareness;Limited healthcare infrastructure;
Female,25-35,Ekiti,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Male,18-24,Ekiti,Urban,Yes,Limited healthcare infrastructure;Lack of awareness;
Female,25-35,Ekiti,Urban,Yes,Lack of awareness;
Male,25-35,Ekiti,Rural,No,No Idea;
Female,36-45,Ekiti,Urban,Yes,Resistance from traditional/religious leaders;Weak political will;
Female,25-35,Ekiti,Urban,No,No Idea;
Male,25-35,Ekiti,Urban,Yes,Lack of awareness;Weak political will;
Male,18-24,Ekiti,Rural,No,No Idea;
Female,25-35,Ekiti,Rural,Yes,Lack of awareness;
Male,36-45,Gombe,Urban,No,Lack of awareness;Inadequate funding;
Female,25-35,Bauchi,Rural,No,No Idea;
Female,25-35,Bauchi,Urban,Yes,Lack of awareness;Limited healthcare infrastructure;Weak political will;
Male,25-35,Gombe,Urban,No,Lack of awareness;Inadequate funding;
Male,25-35,Edo,Urban,Yes,Lack of awareness;
Male,46-55,Edo,Urban,Yes,Inadequate funding;Weak political will;Resistance from traditional/religious leaders;
Male,46-55,Edo,Rural,Yes,Resistance from traditional/religious leaders;Weak political will;
Male,46-55,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;
Female,46-55,Edo,Urban,Yes,Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Female,56 and above,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,46-55,Edo,Urban,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;Inadequate funding;
Female,56 and above,Edo,Urban,No,No Idea;
Female,25-35,Bauchi,Urban,No,No Idea;
Female,18-24,Edo,Urban,Yes,Lack of awareness;Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,No,No Idea;
Female,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;Limited healthcare infrastructure;Weak political will;
Male,36-45,Edo,Urban,Yes,Lack of awareness;Inadequate funding;
Male,46-55,Edo,Urban,Yes,Resistance from traditional/religious leaders;Limited healthcare infrastructure;
Male,36-45,Edo,Urban,Yes,Inadequate funding;
Male,46-55,Edo,Urban,Yes,Resistance from traditional/religious leaders;Inadequate funding;Limited healthcare infrastructure;
Female,36-45,Ekiti,Urban,Yes,Lack of awareness;Weak political will;Limited healthcare infrastructure;
Female,46-55,Ekiti,Urban,Yes,Lack of awareness;Inadequate funding;
Female,36-45,Ekiti,Urban,Yes,Limited healthcare infrastructure;Inadequate funding;Lack of awareness;
